instanceLabel,item,itemLabel,entity_id,related_works_count
human,http://www.wikidata.org/entity/Q15060268,Ignacio Gómez,Q15060268,0
human,http://www.wikidata.org/entity/Q5368789,Emadeddin Baghi,Q5368789,0
human,http://www.wikidata.org/entity/Q10296967,Kian Tajbakhsh,Q10296967,0
human,http://www.wikidata.org/entity/Q26702578,Sherrilyn Ifill,Q26702578,0
human,http://www.wikidata.org/entity/Q16194507,Mahdi Abu Deeb,Q16194507,0
human,http://www.wikidata.org/entity/Q16194865,Jenni Williams,Q16194865,0
human,http://www.wikidata.org/entity/Q53870859,Meena Seshu,Q53870859,0
human,http://www.wikidata.org/entity/Q7351752,Roberto Javier Mora García,Q7351752,0
human,http://www.wikidata.org/entity/Q2477210,Ruth Simon,Q2477210,0
human,http://www.wikidata.org/entity/Q2614651,Mutabar Tadjibayeva,Q2614651,0
human,http://www.wikidata.org/entity/Q60542991,Peter Uvin,Q60542991,0
human,http://www.wikidata.org/entity/Q20685566,Oleg Slabynko,Q20685566,0
human,http://www.wikidata.org/entity/Q65564809,Héctor Figueroa,Q65564809,0
human,http://www.wikidata.org/entity/Q242124,Nasrin Sotoudeh,Q242124,0
human,http://www.wikidata.org/entity/Q262805,Lydia Cacho,Q262805,2
human,http://www.wikidata.org/entity/Q467595,Sonia Pierre,Q467595,0
human,http://www.wikidata.org/entity/Q3293465,Mario Joseph,Q3293465,0
human,http://www.wikidata.org/entity/Q6253345,John Prendergast,Q6253345,5
human,http://www.wikidata.org/entity/Q7614735,Steven Gan,Q7614735,0
human,http://www.wikidata.org/entity/Q4895419,Berta Soler,Q4895419,0
human,http://www.wikidata.org/entity/Q4964669,Brian McConaghy,Q4964669,0
human,http://www.wikidata.org/entity/Q6517114,Mikalai Autukhovich,Q6517114,0
human,http://www.wikidata.org/entity/Q12811826,Sezgin Tanrıkulu,Q12811826,0
human,http://www.wikidata.org/entity/Q14622257,Ben Emmerson,Q14622257,0
human,http://www.wikidata.org/entity/Q9092579,Vanda Pignato,Q9092579,0
human,http://www.wikidata.org/entity/Q7367841,Rose Mapendo,Q7367841,0
human,http://www.wikidata.org/entity/Q5525220,Gary Haugen,Q5525220,2
human,http://www.wikidata.org/entity/Q6938096,Fuad Muhammad Syafruddin,Q6938096,0
human,http://www.wikidata.org/entity/Q7121791,Pablo de Greiff,Q7121791,0
human,http://www.wikidata.org/entity/Q16195150,Catherine Kieu,Q16195150,0
human,http://www.wikidata.org/entity/Q7427046,Saud al-Hashimi,Q7427046,0
human,http://www.wikidata.org/entity/Q7436721,Scott Long,Q7436721,0
human,http://www.wikidata.org/entity/Q30084326,María de Jesús Patricio Martínez,Q30084326,0
human,http://www.wikidata.org/entity/Q7308500,Regina Martínez,Q7308500,0
human,http://www.wikidata.org/entity/Q17284954,Salwa Bughaighis,Q17284954,0
human,http://www.wikidata.org/entity/Q18224529,Samira Saleh al-Naimi,Q18224529,0
human,http://www.wikidata.org/entity/Q50307787,Vera Lúcia de Miranda Guarda,Q50307787,0
human,http://www.wikidata.org/entity/Q63882770,Joan Carling,Q63882770,0
human,http://www.wikidata.org/entity/Q20472571,Mithat Sancar,Q20472571,0
human,http://www.wikidata.org/entity/Q21002389,Richard Glossip,Q21002389,0
human,http://www.wikidata.org/entity/Q65919093,Seham Sergiwa,Q65919093,0
human,http://www.wikidata.org/entity/Q553089,David Kato,Q553089,0
human,http://www.wikidata.org/entity/Q3138557,Nabeel Rajab,Q3138557,0
human,http://www.wikidata.org/entity/Q469951,Gao Zhisheng,Q469951,0
human,http://www.wikidata.org/entity/Q521980,Erol Dora,Q521980,0
human,http://www.wikidata.org/entity/Q540708,Nils Muižnieks,Q540708,0
human,http://www.wikidata.org/entity/Q12251268,Walid Fitaihi,Q12251268,0
human,http://www.wikidata.org/entity/Q6369726,Karen I. Tse,Q6369726,1
human,http://www.wikidata.org/entity/Q4691556,Agathon Rwasa,Q4691556,0
human,http://www.wikidata.org/entity/Q4762229,Angel Moya Acosta,Q4762229,0
human,http://www.wikidata.org/entity/Q5091218,Cheng Jianping,Q5091218,0
human,http://www.wikidata.org/entity/Q4912091,Billy Abner Mayaya,Q4912091,0
human,http://www.wikidata.org/entity/Q981298,Alberto Pizango,Q981298,0
human,http://www.wikidata.org/entity/Q1255051,Ahmed Shaheed,Q1255051,0
human,http://www.wikidata.org/entity/Q7851687,Tuhama Mahmoud Ma'rouf,Q7851687,0
human,http://www.wikidata.org/entity/Q5681752,Hatoon al-Fassi,Q5681752,0
human,http://www.wikidata.org/entity/Q6776992,Martin van Hees,Q6776992,0
human,http://www.wikidata.org/entity/Q27979008,Veeru Kohli,Q27979008,0
human,http://www.wikidata.org/entity/Q5644589,Hamid Ghassemi-Shall,Q5644589,0
human,http://www.wikidata.org/entity/Q16015205,José Luis Ortega Mata,Q16015205,0
human,http://www.wikidata.org/entity/Q7244308,Prince Zeid bin Ra'ad,Q7244308,0
human,http://www.wikidata.org/entity/Q16195523,Gamal Eid,Q16195523,0
human,http://www.wikidata.org/entity/Q7376600,Ruchira Gupta,Q7376600,0
human,http://www.wikidata.org/entity/Q30903938,Mariana Mota,Q30903938,0
human,http://www.wikidata.org/entity/Q17371080,Chito Gascón,Q17371080,0
human,http://www.wikidata.org/entity/Q2039206,Digna Ochoa,Q2039206,0
human,http://www.wikidata.org/entity/Q7352920,Robina Qureshi,Q7352920,0
human,http://www.wikidata.org/entity/Q21997810,Sergei Dolgov,Q21997810,0
human,http://www.wikidata.org/entity/Q272670,David Miliband,Q272670,0
human,http://www.wikidata.org/entity/Q78644,Waris Dirie,Q78644,4
human,http://www.wikidata.org/entity/Q317395,Abdul Rahman,Q317395,0
human,http://www.wikidata.org/entity/Q286658,Ramdev,Q286658,0
human,http://www.wikidata.org/entity/Q513627,Libia Grueso,Q513627,0
human,http://www.wikidata.org/entity/Q4695486,Ahmad Taufik,Q4695486,0
human,http://www.wikidata.org/entity/Q5116413,Chuni Kotal,Q5116413,0
human,http://www.wikidata.org/entity/Q4955457,Brahim Dahane,Q4955457,0
human,http://www.wikidata.org/entity/Q14448372,Biram Dah Abeid,Q14448372,0
human,http://www.wikidata.org/entity/Q1363729,Kumi Naidoo,Q1363729,0
human,http://www.wikidata.org/entity/Q6891936,Mohammad Fahad al-Qahtani,Q6891936,0
human,http://www.wikidata.org/entity/Q5529333,Gbenga Toyosi Olawepo,Q5529333,0
human,http://www.wikidata.org/entity/Q1588504,Kate Pickett,Q1588504,10
human,http://www.wikidata.org/entity/Q7107090,Osman Mohamud,Q7107090,0
human,http://www.wikidata.org/entity/Q7422923,Sarah Wykes,Q7422923,0
human,http://www.wikidata.org/entity/Q30131878,Julie Dorf,Q30131878,0
human,http://www.wikidata.org/entity/Q38668442,Sockalingam Yogalingam,Q38668442,0
human,http://www.wikidata.org/entity/Q18368428,Yehuda Glick,Q18368428,0
human,http://www.wikidata.org/entity/Q47545535,Zarema Gaisanova,Q47545535,0
human,http://www.wikidata.org/entity/Q58914907,Uma Devi Badi,Q58914907,0
human,http://www.wikidata.org/entity/Q6126808,Jalila al-Salman,Q6126808,0
human,http://www.wikidata.org/entity/Q2457297,Q2457297,Q2457297,0
human,http://www.wikidata.org/entity/Q23772336,Tom Malinowski,Q23772336,1
human,http://www.wikidata.org/entity/Q146238,Stephen Bradberry,Q146238,0
human,http://www.wikidata.org/entity/Q464924,Maryam Namazie,Q464924,0
human,http://www.wikidata.org/entity/Q4284421,Yelena Masyuk,Q4284421,0
human,http://www.wikidata.org/entity/Q115979,Aminatou Haidar,Q115979,0
human,http://www.wikidata.org/entity/Q519709,Jennifer Zeng,Q519709,0
human,http://www.wikidata.org/entity/Q3470837,Samir Dilou,Q3470837,0
human,http://www.wikidata.org/entity/Q4695506,Ahmad Zeidabadi,Q4695506,0
human,http://www.wikidata.org/entity/Q10829307,Trần Huỳnh Duy Thức,Q10829307,0
human,http://www.wikidata.org/entity/Q5289525,Dolores Guadalupe García Escamilla,Q5289525,0
human,http://www.wikidata.org/entity/Q6689642,Loune Viaud,Q6689642,0
human,http://www.wikidata.org/entity/Q6692306,Lovemore Madhuku,Q6692306,0
human,http://www.wikidata.org/entity/Q5619579,Guo Feixiong,Q5619579,0
human,http://www.wikidata.org/entity/Q7398231,Saeed Laylaz,Q7398231,0
human,http://www.wikidata.org/entity/Q1747634,Désiré Munyaneza,Q1747634,0
human,http://www.wikidata.org/entity/Q56641729,Christine Blasey Ford,Q56641729,0
human,http://www.wikidata.org/entity/Q21580710,Tahir Elçi,Q21580710,0
human,http://www.wikidata.org/entity/Q63138248,Nomarussia Bonase,Q63138248,0
human,http://www.wikidata.org/entity/Q63285264,Rocío San Miguel,Q63285264,0
human,http://www.wikidata.org/entity/Q22005661,John Henry González Duque,Q22005661,0
human,http://www.wikidata.org/entity/Q238524,Sakineh Mohammadi Ashtiani,Q238524,0
human,http://www.wikidata.org/entity/Q241782,Orlando Zapata,Q241782,0
human,http://www.wikidata.org/entity/Q2622862,Parvin Ardalan,Q2622862,0
human,http://www.wikidata.org/entity/Q542997,Wei Wenhua,Q542997,0
human,http://www.wikidata.org/entity/Q4842638,Bahman Ahmadi Amouee,Q4842638,0
human,http://www.wikidata.org/entity/Q4868058,Bassem al-Tamimi,Q4868058,0
human,http://www.wikidata.org/entity/Q958537,Jean-Christophe Parisot,Q958537,0
human,http://www.wikidata.org/entity/Q9089930,Zhou Fengsuo,Q9089930,0
human,http://www.wikidata.org/entity/Q6188361,Jesús Abad Colorado,Q6188361,0
human,http://www.wikidata.org/entity/Q1757515,Harry Nicolaides,Q1757515,0
human,http://www.wikidata.org/entity/Q2448645,Sami Ben Gharbia,Q2448645,0
human,http://www.wikidata.org/entity/Q22279017,Mamatha Raghuveer Achanta,Q22279017,0
human,http://www.wikidata.org/entity/Q446905,Hauwa Ibrahim,Q446905,0
human,http://www.wikidata.org/entity/Q2821766,Aboubakr Jamaï,Q2821766,0
human,http://www.wikidata.org/entity/Q3058057,Eskinder Nega,Q3058057,0
human,http://www.wikidata.org/entity/Q6401682,Khin Ohmar,Q6401682,0
human,http://www.wikidata.org/entity/Q4681605,Adela Navarro Bello,Q4681605,0
human,http://www.wikidata.org/entity/Q7672776,Ta Phong Tan,Q7672776,0
human,http://www.wikidata.org/entity/Q15830710,Park Sang-hak,Q15830710,0
human,http://www.wikidata.org/entity/Q7099414,Oralgaisha Omarshanova,Q7099414,0
human,http://www.wikidata.org/entity/Q16239550,Bob Fu,Q16239550,0
human,http://www.wikidata.org/entity/Q28528132,Azza Soliman,Q28528132,0
human,http://www.wikidata.org/entity/Q5924490,Htay Kywe,Q5924490,0
human,http://www.wikidata.org/entity/Q1866075,Liu Xianbin,Q1866075,0
human,http://www.wikidata.org/entity/Q2204748,Olivier De Schutter,Q2204748,4
human,http://www.wikidata.org/entity/Q6886533,Moazzam Begg,Q6886533,1
human,http://www.wikidata.org/entity/Q6127529,Jamal Amer,Q6127529,0
human,http://www.wikidata.org/entity/Q21890424,Mordechai Kahana,Q21890424,0
human,http://www.wikidata.org/entity/Q60693729,Alexei Sidorov,Q60693729,0
human,http://www.wikidata.org/entity/Q23418840,Zarema Bagavutdinova,Q23418840,0
human,http://www.wikidata.org/entity/Q66365420,Deon Haywood,Q66365420,0
human,http://www.wikidata.org/entity/Q66606317,Elżbieta Podleśna,Q66606317,0
human,http://www.wikidata.org/entity/Q214475,Ayaan Hirsi Ali,Q214475,13
human,http://www.wikidata.org/entity/Q469808,Malahat Nasibova,Q469808,0
human,http://www.wikidata.org/entity/Q4096707,Alexander Brod,Q4096707,0
human,http://www.wikidata.org/entity/Q4120363,Widad Akrawi,Q4120363,0
human,http://www.wikidata.org/entity/Q6349093,Kaka Bag-ao,Q6349093,0
human,http://www.wikidata.org/entity/Q6399399,Khaled al-Johani,Q6399399,0
human,http://www.wikidata.org/entity/Q4716655,Alex Bailin,Q4716655,0
human,http://www.wikidata.org/entity/Q828621,Bertrand Teyou,Q828621,2
human,http://www.wikidata.org/entity/Q7487533,Shami Chakrabarti,Q7487533,1
human,http://www.wikidata.org/entity/Q1166752,Darsi Ferrer Ramírez,Q1166752,0
human,http://www.wikidata.org/entity/Q12214935,Zainab Salbi,Q12214935,2
human,http://www.wikidata.org/entity/Q16019546,René Orta Salgado,Q16019546,0
human,http://www.wikidata.org/entity/Q7089674,Omar Deghayes,Q7089674,0
human,http://www.wikidata.org/entity/Q7180367,Pham Hong Son,Q7180367,0
human,http://www.wikidata.org/entity/Q7180410,Phan Thanh Hai,Q7180410,0
human,http://www.wikidata.org/entity/Q16200903,Normando Hernández González,Q16200903,0
human,http://www.wikidata.org/entity/Q7408709,Samantha Nutt,Q7408709,0
human,http://www.wikidata.org/entity/Q1894882,Ilham Tohti,Q1894882,0
human,http://www.wikidata.org/entity/Q43948000,Marfa Inofuentes Pérez,Q43948000,0
human,http://www.wikidata.org/entity/Q19646335,Silverio Pinto Baptista,Q19646335,0
human,http://www.wikidata.org/entity/Q64010308,Bayarjargal Agvaantseren,Q64010308,0
human,http://www.wikidata.org/entity/Q402020,Ahmet Şık,Q402020,2
human,http://www.wikidata.org/entity/Q2894558,Susan Abulhawa,Q2894558,6
human,http://www.wikidata.org/entity/Q3109563,Rachid Niny,Q3109563,0
human,http://www.wikidata.org/entity/Q4937441,Jila Baniyaghoob,Q4937441,0
human,http://www.wikidata.org/entity/Q6522571,Lenin Raghuvanshi,Q6522571,0
human,http://www.wikidata.org/entity/Q6538583,Svetlana Kalinkina,Q6538583,0
human,http://www.wikidata.org/entity/Q6700878,Luis Milán Fernández,Q6700878,0
human,http://www.wikidata.org/entity/Q6843514,Mie Mie,Q6843514,0
human,http://www.wikidata.org/entity/Q8042528,XVALA,Q8042528,0
human,http://www.wikidata.org/entity/Q5642015,José Daniel Ferrer García,Q5642015,0
human,http://www.wikidata.org/entity/Q5762972,Hillel Neuer,Q5762972,0
human,http://www.wikidata.org/entity/Q1824277,Liesbeth Zegveld,Q1824277,0
human,http://www.wikidata.org/entity/Q41777107,Helena Maleno,Q41777107,2
human,http://www.wikidata.org/entity/Q7285942,Rajeev John George,Q7285942,0
human,http://www.wikidata.org/entity/Q2041688,Mohamedou Ould Slahi,Q2041688,2
human,http://www.wikidata.org/entity/Q97226171,Ogtay Gulaliyev,Q97226171,0
human,http://www.wikidata.org/entity/Q64541378,Thelma Cabrera,Q64541378,0
human,http://www.wikidata.org/entity/Q311205,Chen Guangcheng,Q311205,0
human,http://www.wikidata.org/entity/Q4694620,Agustin Aguayo,Q4694620,0
human,http://www.wikidata.org/entity/Q4978026,Theary Seng,Q4978026,0
human,http://www.wikidata.org/entity/Q1029480,Rafael Marques de Morais,Q1029480,2
human,http://www.wikidata.org/entity/Q6513131,Lee Bradley Brown,Q6513131,0
human,http://www.wikidata.org/entity/Q13065177,Su Su Nway,Q13065177,0
human,http://www.wikidata.org/entity/Q7676903,Tajul Muluk,Q7676903,0
human,http://www.wikidata.org/entity/Q6191583,Jiang Tianyong,Q6191583,0
human,http://www.wikidata.org/entity/Q5958879,Mohammad Mostafaei,Q5958879,0
human,http://www.wikidata.org/entity/Q54166065,Omoyele Sowore,Q54166065,0
human,http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,Q2066848,2
human,http://www.wikidata.org/entity/Q6127892,Jameel Jaffer,Q6127892,0
human,http://www.wikidata.org/entity/Q6162803,Jason Jones,Q6162803,8
human,http://www.wikidata.org/entity/Q21498061,Ben Wizner,Q21498061,2
human,http://www.wikidata.org/entity/Q108540460,André Baniwa,Q108540460,1
human,http://www.wikidata.org/entity/Q247917,Sergei Magnitsky,Q247917,0
human,http://www.wikidata.org/entity/Q464910,Mukhtaran Bibi,Q464910,0
human,http://www.wikidata.org/entity/Q467322,Irom Chanu Sharmila,Q467322,0
human,http://www.wikidata.org/entity/Q3380720,Mohammad-Reza Ali-Zamani,Q3380720,0
human,http://www.wikidata.org/entity/Q4967771,Narges Mohammadi,Q4967771,1
human,http://www.wikidata.org/entity/Q5217647,Daniel J. Solove,Q5217647,1
human,http://www.wikidata.org/entity/Q6548538,Lily Mazahery,Q6548538,0
human,http://www.wikidata.org/entity/Q11099071,Du Bin,Q11099071,0
human,http://www.wikidata.org/entity/Q6778253,Marvi Sirmed,Q6778253,0
human,http://www.wikidata.org/entity/Q27899009,Victoria Kalima,Q27899009,0
human,http://www.wikidata.org/entity/Q7036896,Nilar Thein,Q7036896,0
human,http://www.wikidata.org/entity/Q1688951,Jigme Gyatso,Q1688951,0
human,http://www.wikidata.org/entity/Q18352293,Andualem Aragie,Q18352293,0
human,http://www.wikidata.org/entity/Q19369165,Sergey Nikolaev,Q19369165,0
human,http://www.wikidata.org/entity/Q56753433,Souad Al Ali,Q56753433,0
human,http://www.wikidata.org/entity/Q23855366,Jiang Jielian,Q23855366,0
human,http://www.wikidata.org/entity/Q3291,Leonid Razvozzhayev,Q3291,0
human,http://www.wikidata.org/entity/Q4746485,Aminul Islam,Q4746485,0
human,http://www.wikidata.org/entity/Q515432,Andrzej Poczobut,Q515432,0
human,http://www.wikidata.org/entity/Q922687,Teng Biao,Q922687,0
human,http://www.wikidata.org/entity/Q8026675,Wipas Raksakulthai,Q8026675,0
human,http://www.wikidata.org/entity/Q16209880,Natasha Falle,Q16209880,0
human,http://www.wikidata.org/entity/Q16214518,Monique Mehta,Q16214518,0
human,http://www.wikidata.org/entity/Q1855794,Yu Jie,Q1855794,1
human,http://www.wikidata.org/entity/Q28811859,Marie-Ange Mushobekwa,Q28811859,0
human,http://www.wikidata.org/entity/Q5953153,Sayed Ziaoddin Nabavi,Q5953153,0
human,http://www.wikidata.org/entity/Q5958904,Reza Shahabi,Q5958904,0
human,http://www.wikidata.org/entity/Q2192724,Tipu Sultan,Q2192724,0
human,http://www.wikidata.org/entity/Q20195331,Ganna Yudkivska,Q20195331,0
human,http://www.wikidata.org/entity/Q20895591,Volodymyr Zhovtyak,Q20895591,0
human,http://www.wikidata.org/entity/Q24837835,Wu Gan,Q24837835,0
human,http://www.wikidata.org/entity/Q376231,Stanislav Markelov,Q376231,1
human,http://www.wikidata.org/entity/Q4941162,Galima Bukharbaeva,Q4941162,0
human,http://www.wikidata.org/entity/Q6485256,Shadi Sadr,Q6485256,0
human,http://www.wikidata.org/entity/Q7822710,Tony Kgoroge,Q7822710,7
human,http://www.wikidata.org/entity/Q6798436,Mazen Darwish,Q6798436,0
human,http://www.wikidata.org/entity/Q5642308,Halil Savda,Q5642308,0
human,http://www.wikidata.org/entity/Q6202179,Jineth Bedoya Lima,Q6202179,0
human,http://www.wikidata.org/entity/Q28665635,Mary Wagner,Q28665635,0
human,http://www.wikidata.org/entity/Q29390046,Stella Nyanzi,Q29390046,0
human,http://www.wikidata.org/entity/Q18021082,Isabel da Costa Ferreira,Q18021082,0
human,http://www.wikidata.org/entity/Q5954067,Mohammad Davari,Q5954067,0
human,http://www.wikidata.org/entity/Q1568145,Hafsat Abiola,Q1568145,0
human,http://www.wikidata.org/entity/Q1706411,Dhondup Wangchen,Q1706411,1
human,http://www.wikidata.org/entity/Q62070707,Nassima al-Sadah,Q62070707,0
human,http://www.wikidata.org/entity/Q22279938,Ben Rawlence,Q22279938,1
human,http://www.wikidata.org/entity/Q4292177,Camilo Mejía,Q4292177,0
human,http://www.wikidata.org/entity/Q4068995,Elvira Arellano,Q4068995,0
human,http://www.wikidata.org/entity/Q618671,Mohammed al-Ajami,Q618671,0
human,http://www.wikidata.org/entity/Q3461219,Saeed Malekpour,Q3461219,0
human,http://www.wikidata.org/entity/Q7561677,Soni Sori,Q7561677,0
human,http://www.wikidata.org/entity/Q1362305,Hossein Derakhshan,Q1362305,0
human,http://www.wikidata.org/entity/Q1390288,Farzad Kamangar,Q1390288,0
human,http://www.wikidata.org/entity/Q15993017,Jaime Guadalupe González Domínguez,Q15993017,0
human,http://www.wikidata.org/entity/Q16215184,Shenna Bellows,Q16215184,0
human,http://www.wikidata.org/entity/Q41768539,Agnes Atim Apea,Q41768539,0
human,http://www.wikidata.org/entity/Q19830022,Sabeen Mehmud,Q19830022,0
human,http://www.wikidata.org/entity/Q2093278,Birtukan Mideksa,Q2093278,0
human,http://www.wikidata.org/entity/Q22342547,Darya Safai,Q22342547,0
human,http://www.wikidata.org/entity/Q108772867,Tiwagorn Withiton,Q108772867,0
human,http://www.wikidata.org/entity/Q109612256,Tomasz Tuczapski,Q109612256,0
human,http://www.wikidata.org/entity/Q155979,Alexei Navalny,Q155979,15
human,http://www.wikidata.org/entity/Q466322,Thor Halvorssen Mendoza,Q466322,0
human,http://www.wikidata.org/entity/Q2995758,Pavał Sieviaryniec,Q2995758,1
human,http://www.wikidata.org/entity/Q14957123,Bukola Oriola,Q14957123,1
human,http://www.wikidata.org/entity/Q7933586,Virak Ou,Q7933586,0
human,http://www.wikidata.org/entity/Q15906397,Wang Quanzhang,Q15906397,0
human,http://www.wikidata.org/entity/Q1971390,Igor Vinyavsky,Q1971390,0
human,http://www.wikidata.org/entity/Q7421577,Sara Bronfman,Q7421577,0
human,http://www.wikidata.org/entity/Q33037293,Razia Al-Mutawakil,Q33037293,0
human,http://www.wikidata.org/entity/Q37788283,Alek Dzhabrailov,Q37788283,0
human,http://www.wikidata.org/entity/Q5989545,Idrak Abbasov,Q5989545,0
human,http://www.wikidata.org/entity/Q25457407,Anis Hidayah,Q25457407,0
human,http://www.wikidata.org/entity/Q389117,Ahmad Batebi,Q389117,0
human,http://www.wikidata.org/entity/Q24895,Sattar Beheshti,Q24895,0
human,http://www.wikidata.org/entity/Q2741760,Deeyah Khan,Q2741760,4
human,http://www.wikidata.org/entity/Q713923,Sergei Udaltsov,Q713923,1
human,http://www.wikidata.org/entity/Q4353862,Jyri Jaakkola,Q4353862,0
human,http://www.wikidata.org/entity/Q4695703,Ahmed Abdul Khaleq,Q4695703,0
human,http://www.wikidata.org/entity/Q7496013,Shibal Ibrahim,Q7496013,0
human,http://www.wikidata.org/entity/Q5234614,David Haigh,Q5234614,0
human,http://www.wikidata.org/entity/Q6721039,Maajid Nawaz,Q6721039,6
human,http://www.wikidata.org/entity/Q6969817,Nathaniel Raymond,Q6969817,0
human,http://www.wikidata.org/entity/Q7070159,Nurmemet Yasin,Q7070159,0
human,http://www.wikidata.org/entity/Q16211377,Bridget Perrier,Q16211377,0
human,http://www.wikidata.org/entity/Q30106075,Carmen Perez,Q30106075,0
human,http://www.wikidata.org/entity/Q52513035,Fauziya Kassindja,Q52513035,0
human,http://www.wikidata.org/entity/Q2027161,Baha Mousa,Q2027161,0
human,http://www.wikidata.org/entity/Q55754292,Carrie Goldberg,Q55754292,0
human,http://www.wikidata.org/entity/Q4685794,Adrián Silva Moreno,Q4685794,0
human,http://www.wikidata.org/entity/Q4881000,Behrouz Javid-Tehrani,Q4881000,0
human,http://www.wikidata.org/entity/Q1280085,Ebrima Manneh,Q1280085,0
human,http://www.wikidata.org/entity/Q3479824,Serkalem Fasil,Q3479824,0
human,http://www.wikidata.org/entity/Q27057565,Hossam Bahgat,Q27057565,0
human,http://www.wikidata.org/entity/Q16217418,Lilian Tintori,Q16217418,0
human,http://www.wikidata.org/entity/Q16217533,Ali Mahmoud Othman,Q16217533,0
human,http://www.wikidata.org/entity/Q16217660,Tímea Nagy,Q16217660,0
human,http://www.wikidata.org/entity/Q29515786,Saadet Özkan,Q29515786,0
human,http://www.wikidata.org/entity/Q51120734,Phạm Đoan Trang,Q51120734,0
human,http://www.wikidata.org/entity/Q63379083,Ketty Nivyabandi,Q63379083,0
human,http://www.wikidata.org/entity/Q65807984,Yelena Grigoryeva,Q65807984,0
human,http://www.wikidata.org/entity/Q25163,Roberto Saviano,Q25163,14
human,http://www.wikidata.org/entity/Q104622,Tawakkol Karman,Q104622,1
human,http://www.wikidata.org/entity/Q205360,Muntadhar al-Zaidi,Q205360,0
human,http://www.wikidata.org/entity/Q445754,Manal al-Sharif,Q445754,1
human,http://www.wikidata.org/entity/Q3088008,Sarah Balabagan,Q3088008,0
human,http://www.wikidata.org/entity/Q519453,Frank Mugisha,Q519453,0
human,http://www.wikidata.org/entity/Q12251245,Waleed Abulkhair,Q12251245,0
human,http://www.wikidata.org/entity/Q4507995,Engin Çeber,Q4507995,0
human,http://www.wikidata.org/entity/Q4766964,Anna Dolidze,Q4766964,0
human,http://www.wikidata.org/entity/Q965563,Buchtar Tabuni,Q965563,0
human,http://www.wikidata.org/entity/Q6520693,Natalya Radina,Q6520693,0
human,http://www.wikidata.org/entity/Q7876205,Nyi Nyi Lwin,Q7876205,1
human,http://www.wikidata.org/entity/Q9011360,Jean-Claude Roger Mbede,Q9011360,0
human,http://www.wikidata.org/entity/Q8067570,Zaynab Khadr,Q8067570,0
human,http://www.wikidata.org/entity/Q8061828,Yusak Pakage,Q8061828,0
human,http://www.wikidata.org/entity/Q27225160,Mother Mushroom,Q27225160,0
human,http://www.wikidata.org/entity/Q6957859,Nadira Isayeva,Q6957859,0
human,http://www.wikidata.org/entity/Q38494783,Jonty Bush,Q38494783,0
human,http://www.wikidata.org/entity/Q64755182,Scott Lloyd,Q64755182,0
human,http://www.wikidata.org/entity/Q2429045,Victoria Donda,Q2429045,2
human,http://www.wikidata.org/entity/Q20751396,Khaled al-Qazzaz,Q20751396,0
human,http://www.wikidata.org/entity/Q460865,Kasha Nabagesera,Q460865,0
human,http://www.wikidata.org/entity/Q704867,Arsham Parsi,Q704867,0
human,http://www.wikidata.org/entity/Q7495065,Sherko Moarefi,Q7495065,0
human,http://www.wikidata.org/entity/Q1074614,Ishmael Beah,Q1074614,2
human,http://www.wikidata.org/entity/Q8074705,Zoya Phan,Q8074705,0
human,http://www.wikidata.org/entity/Q12239626,Mohammed Saleh al-Bejadi,Q12239626,0
human,http://www.wikidata.org/entity/Q16149573,Reeyot Alemu,Q16149573,0
human,http://www.wikidata.org/entity/Q30123142,Vithika Yadav,Q30123142,0
human,http://www.wikidata.org/entity/Q19832456,Reshma Valliappan,Q19832456,0
human,http://www.wikidata.org/entity/Q2573940,Viacheslav Datsik,Q2573940,0
human,http://www.wikidata.org/entity/Q2582371,Wilmar Villar Mendoza,Q2582371,0
human,http://www.wikidata.org/entity/Q23664426,Humira Saqib,Q23664426,0
human,http://www.wikidata.org/entity/Q2944547,Alexander Aan,Q2944547,0
human,http://www.wikidata.org/entity/Q2634614,Zmitser Dashkevich,Q2634614,1
human,http://www.wikidata.org/entity/Q2641416,Ashawn Dabney-Small,Q2641416,0
human,http://www.wikidata.org/entity/Q4751599,Anar Bayramli,Q4751599,0
human,http://www.wikidata.org/entity/Q5086402,Charm Tong,Q5086402,0
human,http://www.wikidata.org/entity/Q970044,Samar Badawi,Q970044,0
human,http://www.wikidata.org/entity/Q983123,Ehsan Fatahian,Q983123,0
human,http://www.wikidata.org/entity/Q8067290,Zaw Htet Ko Ko,Q8067290,0
human,http://www.wikidata.org/entity/Q8067544,Phyo Zeya Thaw,Q8067544,0
human,http://www.wikidata.org/entity/Q27733826,Nguyễn Văn Oai,Q27733826,0
human,http://www.wikidata.org/entity/Q16148118,Grace Akallo,Q16148118,0
human,http://www.wikidata.org/entity/Q6943258,Mustafa Haji Abdinur,Q6943258,0
human,http://www.wikidata.org/entity/Q1599707,Ruhal Ahmed,Q1599707,0
human,http://www.wikidata.org/entity/Q16201738,Tasneem Khalil,Q16201738,0
human,http://www.wikidata.org/entity/Q28501573,Francia Márquez,Q28501573,1
human,http://www.wikidata.org/entity/Q33100384,Akhlas Akhlaq,Q33100384,0
human,http://www.wikidata.org/entity/Q52274638,Hassan Al Kontar,Q52274638,0
human,http://www.wikidata.org/entity/Q54861426,Anna Mokrousova,Q54861426,0
human,http://www.wikidata.org/entity/Q2065829,Tsimafei Dranchuk,Q2065829,0
human,http://www.wikidata.org/entity/Q61707724,Caroline Mwatha,Q61707724,0
