instanceLabel,item,itemLabel,entity_id,related_works_count
human,http://www.wikidata.org/entity/Q19818216,Sammy Younge Jr.,Q19818216,0
human,http://www.wikidata.org/entity/Q19874071,James Youngblood Henderson,Q19874071,0
human,http://www.wikidata.org/entity/Q7349056,Robert Provan,Q7349056,0
human,http://www.wikidata.org/entity/Q22006050,Maryann Krieglstein,Q22006050,0
human,http://www.wikidata.org/entity/Q66482415,Marie Smallface Marule,Q66482415,0
human,http://www.wikidata.org/entity/Q292611,Marta Beatriz Roque,Q292611,0
human,http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,Q36740,2
human,http://www.wikidata.org/entity/Q4726036,Alice Nkom,Q4726036,0
human,http://www.wikidata.org/entity/Q913239,Brian Williamson,Q913239,0
human,http://www.wikidata.org/entity/Q15079483,Valery Senderov,Q15079483,0
human,http://www.wikidata.org/entity/Q9028898,Maria da Penha,Q9028898,0
human,http://www.wikidata.org/entity/Q6781884,Marzuki Darusman,Q6781884,2
human,http://www.wikidata.org/entity/Q1391733,Farag Foda,Q1391733,0
human,http://www.wikidata.org/entity/Q5534792,Geoffrey Nice,Q5534792,0
human,http://www.wikidata.org/entity/Q5536268,George Annas,Q5536268,0
human,http://www.wikidata.org/entity/Q16106991,Surat Ikramov,Q16106991,0
human,http://www.wikidata.org/entity/Q16543585,Carmen Hertz,Q16543585,0
human,http://www.wikidata.org/entity/Q43192860,António Serzedelo,Q43192860,0
human,http://www.wikidata.org/entity/Q19609619,Suzanne Arms,Q19609619,0
human,http://www.wikidata.org/entity/Q2013299,Ocak Işık Yurtçu,Q2013299,0
human,http://www.wikidata.org/entity/Q163714,Adam Michnik,Q163714,3
human,http://www.wikidata.org/entity/Q452736,Nataša Kandić,Q452736,0
human,http://www.wikidata.org/entity/Q2866896,Viktor Popkov,Q2866896,0
human,http://www.wikidata.org/entity/Q3033418,Geoffrey Robertson,Q3033418,3
human,http://www.wikidata.org/entity/Q469863,Irene Fernandez,Q469863,0
human,http://www.wikidata.org/entity/Q532124,Ian Martin,Q532124,1
human,http://www.wikidata.org/entity/Q726349,Allan Boesak,Q726349,0
human,http://www.wikidata.org/entity/Q4831950,Ayşenur Zarakolu,Q4831950,0
human,http://www.wikidata.org/entity/Q12085934,Volodymyr Butkevych,Q12085934,0
human,http://www.wikidata.org/entity/Q6767246,Mark D. Naison,Q6767246,0
human,http://www.wikidata.org/entity/Q6836830,Michele Ritterman,Q6836830,0
human,http://www.wikidata.org/entity/Q27469256,Sizani Ngubane,Q27469256,0
human,http://www.wikidata.org/entity/Q15993349,Mike O'Connor,Q15993349,0
human,http://www.wikidata.org/entity/Q7081115,Ohn Than,Q7081115,0
human,http://www.wikidata.org/entity/Q18356712,G. Flint Taylor,Q18356712,0
human,http://www.wikidata.org/entity/Q17306058,Anatoly Klyan,Q17306058,0
human,http://www.wikidata.org/entity/Q5657505,Harilyn Rousso,Q5657505,0
human,http://www.wikidata.org/entity/Q60198003,Harmon Wray,Q60198003,0
human,http://www.wikidata.org/entity/Q131152,Shirin Ebadi,Q131152,2
human,http://www.wikidata.org/entity/Q374752,Frank Van Dun,Q374752,0
human,http://www.wikidata.org/entity/Q239235,Louise Arbour,Q239235,0
human,http://www.wikidata.org/entity/Q299574,Anwar Ibrahim,Q299574,2
human,http://www.wikidata.org/entity/Q311684,Michael Ignatieff,Q311684,8
human,http://www.wikidata.org/entity/Q485574,Kim Geun-tae,Q485574,0
human,http://www.wikidata.org/entity/Q4142761,Alexander Goldfarb,Q4142761,2
human,http://www.wikidata.org/entity/Q6270455,Jon Burge,Q6270455,0
human,http://www.wikidata.org/entity/Q4666471,Abed Hamed Mowhoush,Q4666471,0
human,http://www.wikidata.org/entity/Q6490961,Larry Platt,Q6490961,1
human,http://www.wikidata.org/entity/Q16734878,Ljiljana Raičević,Q16734878,0
human,http://www.wikidata.org/entity/Q5678085,Hasan Abazi,Q5678085,0
human,http://www.wikidata.org/entity/Q1462173,Alfred-Maurice de Zayas,Q1462173,3
human,http://www.wikidata.org/entity/Q5528610,Gay McDougall,Q5528610,1
human,http://www.wikidata.org/entity/Q5559359,Gibson Kamau Kuria,Q5559359,0
human,http://www.wikidata.org/entity/Q6947494,Myint Thein,Q6947494,0
human,http://www.wikidata.org/entity/Q6153192,Janet Benshoof,Q6153192,0
human,http://www.wikidata.org/entity/Q439633,Sonja Biserko,Q439633,2
human,http://www.wikidata.org/entity/Q379853,Akın Birdal,Q379853,0
human,http://www.wikidata.org/entity/Q3847678,Marianella García Villas,Q3847678,0
human,http://www.wikidata.org/entity/Q3220052,Lazhar Bououni,Q3220052,0
human,http://www.wikidata.org/entity/Q6260884,John Timoney,Q6260884,0
human,http://www.wikidata.org/entity/Q4748533,Ampon Tangnoppakul,Q4748533,0
human,http://www.wikidata.org/entity/Q7449959,Şenal Sarıhan,Q7449959,0
human,http://www.wikidata.org/entity/Q6892426,Mohammad Seifzadeh,Q6892426,1
human,http://www.wikidata.org/entity/Q6766233,Marjorie Cohn,Q6766233,2
human,http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,Q26251226,1
human,http://www.wikidata.org/entity/Q16845232,Rhoda Howard-Hassmann,Q16845232,0
human,http://www.wikidata.org/entity/Q16939468,Mahjoub Sharif,Q16939468,0
human,http://www.wikidata.org/entity/Q15521633,Randy Weaver,Q15521633,0
human,http://www.wikidata.org/entity/Q1980074,Gustavo Gorriti,Q1980074,0
human,http://www.wikidata.org/entity/Q2311535,Yndamiro Restano Díaz,Q2311535,0
human,http://www.wikidata.org/entity/Q7341929,Robert Bates,Q7341929,0
human,http://www.wikidata.org/entity/Q22003467,Bridget Tan,Q22003467,0
human,http://www.wikidata.org/entity/Q149760,Ahmed Subhy Mansour,Q149760,2
human,http://www.wikidata.org/entity/Q4662358,Aaron Rhodes,Q4662358,0
human,http://www.wikidata.org/entity/Q4895481,Bertha Gilkey,Q4895481,0
human,http://www.wikidata.org/entity/Q6525873,Leonard Zeskind,Q6525873,1
human,http://www.wikidata.org/entity/Q7782894,Theresa Sparks,Q7782894,0
human,http://www.wikidata.org/entity/Q6835532,Michael Zinzun,Q6835532,0
human,http://www.wikidata.org/entity/Q26761021,Alice Mabota,Q26761021,0
human,http://www.wikidata.org/entity/Q16142975,Sev Ozdowski,Q16142975,0
human,http://www.wikidata.org/entity/Q1747635,William F. Schulz,Q1747635,0
human,http://www.wikidata.org/entity/Q7283355,Raheel Raza,Q7283355,0
human,http://www.wikidata.org/entity/Q55872583,Antônia Melo,Q55872583,0
human,http://www.wikidata.org/entity/Q22279342,Walter Naegle,Q22279342,0
human,http://www.wikidata.org/entity/Q435288,Wang Xiaoning,Q435288,0
human,http://www.wikidata.org/entity/Q318130,Wei Jingsheng,Q318130,1
human,http://www.wikidata.org/entity/Q113766,Manfred Nowak,Q113766,1
human,http://www.wikidata.org/entity/Q471882,Pasteur Bizimungu,Q471882,0
human,http://www.wikidata.org/entity/Q541780,Sihem Bensedrine,Q541780,0
human,http://www.wikidata.org/entity/Q3754806,Furio Radin,Q3754806,0
human,http://www.wikidata.org/entity/Q4666088,Abdullah al-Hamid,Q4666088,0
human,http://www.wikidata.org/entity/Q4695435,Ahmad Qatamesh,Q4695435,0
human,http://www.wikidata.org/entity/Q4725277,Ali al-Abdallah,Q4725277,0
human,http://www.wikidata.org/entity/Q718089,Li Wangyang,Q718089,0
human,http://www.wikidata.org/entity/Q4810638,Aster Yohannes,Q4810638,0
human,http://www.wikidata.org/entity/Q4821909,Aung Pwint,Q4821909,0
human,http://www.wikidata.org/entity/Q863536,Binayak Sen,Q863536,0
human,http://www.wikidata.org/entity/Q4891268,Berenice Celeyta,Q4891268,0
human,http://www.wikidata.org/entity/Q5230802,David Anthony Chimhini,Q5230802,0
human,http://www.wikidata.org/entity/Q6482818,Lan Zhixue,Q6482818,0
human,http://www.wikidata.org/entity/Q7844633,Triveni Acharya,Q7844633,0
human,http://www.wikidata.org/entity/Q7876228,U Myint Aye,Q7876228,0
human,http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,Q5368974,1
human,http://www.wikidata.org/entity/Q6833593,Michael Posner,Q6833593,0
human,http://www.wikidata.org/entity/Q27736960,Romana Bashir,Q27736960,0
human,http://www.wikidata.org/entity/Q5565037,Gita Sahgal,Q5565037,0
human,http://www.wikidata.org/entity/Q17068162,Maina Kiai,Q17068162,0
human,http://www.wikidata.org/entity/Q7183120,Philip Alston,Q7183120,0
human,http://www.wikidata.org/entity/Q7404520,Salijon Abdurahmanov,Q7404520,0
human,http://www.wikidata.org/entity/Q28934190,Ken Jones,Q28934190,0
human,http://www.wikidata.org/entity/Q7322658,Ricardo González Alfonso,Q7322658,0
human,http://www.wikidata.org/entity/Q53871273,Aziza al-Yousef,Q53871273,0
human,http://www.wikidata.org/entity/Q61946250,M. Cristina Alcalde,Q61946250,0
human,http://www.wikidata.org/entity/Q61947680,Zakia Dhifaoui,Q61947680,0
human,http://www.wikidata.org/entity/Q62620111,Rhona Smith,Q62620111,0
human,http://www.wikidata.org/entity/Q19895564,Sidiki Kaba,Q19895564,0
human,http://www.wikidata.org/entity/Q20973137,Tracy Robinson,Q20973137,0
human,http://www.wikidata.org/entity/Q66627881,Raja Nicola,Q66627881,0
human,http://www.wikidata.org/entity/Q4631,Mohamed Morsi,Q4631,0
human,http://www.wikidata.org/entity/Q216608,Bob Geldof,Q216608,9
human,http://www.wikidata.org/entity/Q2920375,Ezra Nawi,Q2920375,0
human,http://www.wikidata.org/entity/Q3910837,Azimzhan Askarov,Q3910837,0
human,http://www.wikidata.org/entity/Q7608954,Stephen Corry,Q7608954,0
human,http://www.wikidata.org/entity/Q4949891,Elisabeth Gerle,Q4949891,0
human,http://www.wikidata.org/entity/Q15149893,Lars G. Petersson,Q15149893,0
human,http://www.wikidata.org/entity/Q5359449,Mohammed Al-Sager,Q5359449,0
human,http://www.wikidata.org/entity/Q10860856,Houshang Asadi,Q10860856,0
human,http://www.wikidata.org/entity/Q6752957,Manuel Vázquez Portal,Q6752957,0
human,http://www.wikidata.org/entity/Q6830813,Michael Grodin,Q6830813,0
human,http://www.wikidata.org/entity/Q1516440,Nahid Toubia,Q1516440,0
human,http://www.wikidata.org/entity/Q16149178,Kenneth Klassen,Q16149178,0
human,http://www.wikidata.org/entity/Q16150414,Nusreta Sivac,Q16150414,1
human,http://www.wikidata.org/entity/Q6178410,Jennifer Harbury,Q6178410,0
human,http://www.wikidata.org/entity/Q7285550,Raja Shehadeh,Q7285550,1
human,http://www.wikidata.org/entity/Q19601531,Isabel Coe,Q19601531,0
human,http://www.wikidata.org/entity/Q68311140,Damu Smith,Q68311140,0
human,http://www.wikidata.org/entity/Q66312074,Jeanne Rorex-Bridges,Q66312074,0
human,http://www.wikidata.org/entity/Q440597,Oswaldo Payá,Q440597,0
human,http://www.wikidata.org/entity/Q2929705,Bechir Tekkari,Q2929705,0
human,http://www.wikidata.org/entity/Q492593,Carsten Jensen,Q492593,5
human,http://www.wikidata.org/entity/Q4071876,Bolat Atabaev,Q4071876,0
human,http://www.wikidata.org/entity/Q5128700,Claude Barnes,Q5128700,0
human,http://www.wikidata.org/entity/Q12860084,Vincent Forrester,Q12860084,0
human,http://www.wikidata.org/entity/Q5515530,Gabriel Andreescu,Q5515530,0
human,http://www.wikidata.org/entity/Q1444462,Frank William La Rue,Q1444462,0
human,http://www.wikidata.org/entity/Q1522527,Asma Jahangir,Q1522527,0
human,http://www.wikidata.org/entity/Q7969105,Wardah Hafidz,Q7969105,1
human,http://www.wikidata.org/entity/Q16017593,Misael Tamayo Hernández,Q16017593,0
human,http://www.wikidata.org/entity/Q7061712,Nosa Igiebor,Q7061712,0
human,http://www.wikidata.org/entity/Q5960414,Arzhang Davoodi,Q5960414,0
human,http://www.wikidata.org/entity/Q52209335,Gertrude Fester,Q52209335,0
human,http://www.wikidata.org/entity/Q56224119,Hatidža Mehmedović,Q56224119,0
human,http://www.wikidata.org/entity/Q20675725,Eric Stover,Q20675725,0
human,http://www.wikidata.org/entity/Q108817009,Henrique Antunes Cunha Júnior,Q108817009,0
human,http://www.wikidata.org/entity/Q64481558,Nancy Polikoff,Q64481558,0
human,http://www.wikidata.org/entity/Q308248,Abdolfattah Soltani,Q308248,0
human,http://www.wikidata.org/entity/Q461355,Radhika Coomaraswamy,Q461355,0
human,http://www.wikidata.org/entity/Q2947463,In Jae-keun,Q2947463,0
human,http://www.wikidata.org/entity/Q542161,Radhia Nasraoui,Q542161,0
human,http://www.wikidata.org/entity/Q559228,Taner Akçam,Q559228,6
human,http://www.wikidata.org/entity/Q3317910,Modeste Mutinga,Q3317910,0
human,http://www.wikidata.org/entity/Q3417991,Raji Sourani,Q3417991,0
human,http://www.wikidata.org/entity/Q4768158,Anne Bayefsky,Q4768158,0
human,http://www.wikidata.org/entity/Q1356729,Naziha Réjiba,Q1356729,0
human,http://www.wikidata.org/entity/Q16191127,Loly Rico,Q16191127,0
human,http://www.wikidata.org/entity/Q5511621,Félix Navarro Rodríguez,Q5511621,0
human,http://www.wikidata.org/entity/Q5617162,Gul Rahman,Q5617162,0
human,http://www.wikidata.org/entity/Q16148355,Mohammed Ahmed Abdallah,Q16148355,0
human,http://www.wikidata.org/entity/Q16185411,Musimbi Kanyoro,Q16185411,0
human,http://www.wikidata.org/entity/Q16185468,Andra Medea,Q16185468,0
human,http://www.wikidata.org/entity/Q16185495,Nina Nayak,Q16185495,0
human,http://www.wikidata.org/entity/Q16190242,Vednita Carter,Q16190242,0
human,http://www.wikidata.org/entity/Q7038106,Nina Shea,Q7038106,0
human,http://www.wikidata.org/entity/Q37587381,Katya Komisaruk,Q37587381,0
human,http://www.wikidata.org/entity/Q19668343,John Winterdyk,Q19668343,0
human,http://www.wikidata.org/entity/Q62029766,Marjorie Farquharson,Q62029766,0
human,http://www.wikidata.org/entity/Q442845,Andrei Sannikov,Q442845,1
human,http://www.wikidata.org/entity/Q167999,Zbigniew Bujak,Q167999,0
human,http://www.wikidata.org/entity/Q4303647,Karinna Moskalenko,Q4303647,0
human,http://www.wikidata.org/entity/Q2756707,Omar Belhouchet,Q2756707,0
human,http://www.wikidata.org/entity/Q3442375,Kailash Satyarthi,Q3442375,1
human,http://www.wikidata.org/entity/Q4909010,Bill Foley,Q4909010,0
human,http://www.wikidata.org/entity/Q5207397,Daayiee Abdullah,Q5207397,0
human,http://www.wikidata.org/entity/Q5516030,Gabriella Ambrosio,Q5516030,1
human,http://www.wikidata.org/entity/Q1981350,Ricardo Uceda,Q1981350,1
human,http://www.wikidata.org/entity/Q30122715,Virginia Gamba,Q30122715,0
human,http://www.wikidata.org/entity/Q30122825,Doug Jones,Q30122825,0
human,http://www.wikidata.org/entity/Q7264586,Päivi Hirvelä,Q7264586,0
human,http://www.wikidata.org/entity/Q50294468,Lucy Sichone,Q50294468,0
human,http://www.wikidata.org/entity/Q2085747,Phil ya Nangoloh,Q2085747,0
human,http://www.wikidata.org/entity/Q6123884,Jaime Prieto Mendez,Q6123884,0
human,http://www.wikidata.org/entity/Q440689,Renate Weber,Q440689,0
human,http://www.wikidata.org/entity/Q442061,Boris Dittrich,Q442061,0
human,http://www.wikidata.org/entity/Q41617,Liu Xiaobo,Q41617,4
human,http://www.wikidata.org/entity/Q318808,Baltasar Garzón,Q318808,3
human,http://www.wikidata.org/entity/Q4303668,Tatiana Moskalkova,Q4303668,0
human,http://www.wikidata.org/entity/Q522451,Alicia Partnoy,Q522451,1
human,http://www.wikidata.org/entity/Q6390647,Kenneth Roth,Q6390647,0
human,http://www.wikidata.org/entity/Q817624,Benjamin Moloise,Q817624,0
human,http://www.wikidata.org/entity/Q1044258,Carola Stabe,Q1044258,0
human,http://www.wikidata.org/entity/Q1187542,Denis Mukwege,Q1187542,1
human,http://www.wikidata.org/entity/Q5359599,Thepchai Yong,Q5359599,0
human,http://www.wikidata.org/entity/Q11297116,Kathryn Sikkink,Q11297116,0
human,http://www.wikidata.org/entity/Q5521626,Gao Qinrong,Q5521626,0
human,http://www.wikidata.org/entity/Q26720734,Jael Silliman,Q26720734,0
human,http://www.wikidata.org/entity/Q16186706,Hong Song-dam,Q16186706,0
human,http://www.wikidata.org/entity/Q1960615,Tatyana Mitkova,Q1960615,0
human,http://www.wikidata.org/entity/Q7282682,Rafiq Hajat,Q7282682,0
human,http://www.wikidata.org/entity/Q17198197,Graeme Innes,Q17198197,0
human,http://www.wikidata.org/entity/Q53871233,Madeha AlAjroush,Q53871233,0
human,http://www.wikidata.org/entity/Q63242359,Sergia Galván Ortega,Q63242359,0
human,http://www.wikidata.org/entity/Q23816417,Soraya Darabi,Q23816417,0
human,http://www.wikidata.org/entity/Q67173502,Camara Phyllis Jones,Q67173502,0
human,http://www.wikidata.org/entity/Q420218,Akmal Shaikh,Q420218,0
human,http://www.wikidata.org/entity/Q257835,Irene Khan,Q257835,0
human,http://www.wikidata.org/entity/Q4307791,Musa Muradov,Q4307791,0
human,http://www.wikidata.org/entity/Q113781,Mina Ahadi,Q113781,0
human,http://www.wikidata.org/entity/Q3018965,Jill Stanek,Q3018965,0
human,http://www.wikidata.org/entity/Q3644126,Emmie Chanika,Q3644126,0
human,http://www.wikidata.org/entity/Q4763315,Angkhana Neelaphaijit,Q4763315,0
human,http://www.wikidata.org/entity/Q4853327,Bambang Harymurti,Q4853327,0
human,http://www.wikidata.org/entity/Q5379786,Enrique Perea Quintanilla,Q5379786,0
human,http://www.wikidata.org/entity/Q8062382,Yvette Rekangalt,Q8062382,0
human,http://www.wikidata.org/entity/Q27862285,Valentina Cherevatenko,Q27862285,0
human,http://www.wikidata.org/entity/Q5500572,Freedom Neruda,Q5500572,0
human,http://www.wikidata.org/entity/Q16070048,Yanghee Lee,Q16070048,1
human,http://www.wikidata.org/entity/Q16150836,Mudawi Ibrahim Adam,Q16150836,0
human,http://www.wikidata.org/entity/Q16187134,Paul Kamara,Q16187134,0
human,http://www.wikidata.org/entity/Q6940096,Musallam Al-Barrak,Q6940096,0
human,http://www.wikidata.org/entity/Q28606432,Phil Shiner,Q28606432,0
human,http://www.wikidata.org/entity/Q42728980,Palmira N. Ríos,Q42728980,0
human,http://www.wikidata.org/entity/Q19664358,Jenny Munro,Q19664358,0
human,http://www.wikidata.org/entity/Q7351793,Roberto Marcos García,Q7351793,0
human,http://www.wikidata.org/entity/Q160115,Ai Weiwei,Q160115,23
human,http://www.wikidata.org/entity/Q463554,Hilaria Supa,Q463554,0
human,http://www.wikidata.org/entity/Q262364,Sima Samar,Q262364,0
human,http://www.wikidata.org/entity/Q2658909,Greg Mortenson,Q2658909,4
human,http://www.wikidata.org/entity/Q3893899,Mashallah Shamsolvaezin,Q3893899,0
human,http://www.wikidata.org/entity/Q920942,Mohammed Daddach,Q920942,0
human,http://www.wikidata.org/entity/Q4877180,Beatrice Mtetwa,Q4877180,0
human,http://www.wikidata.org/entity/Q4984084,Jelena Urlajeva,Q4984084,0
human,http://www.wikidata.org/entity/Q968608,Jan Egeland,Q968608,0
human,http://www.wikidata.org/entity/Q1086832,Cu Huy Ha Vu,Q1086832,0
human,http://www.wikidata.org/entity/Q1387498,Salih Mahmoud Osman,Q1387498,0
human,http://www.wikidata.org/entity/Q7924321,Vi Đức Hồi,Q7924321,0
human,http://www.wikidata.org/entity/Q5568404,Glendene Grant,Q5568404,0
human,http://www.wikidata.org/entity/Q16017893,Rodolfo Rincón Taracena,Q16017893,0
human,http://www.wikidata.org/entity/Q16189480,Joanelle Romero,Q16189480,0
human,http://www.wikidata.org/entity/Q1883334,Madi Ceesay,Q1883334,0
human,http://www.wikidata.org/entity/Q2356223,Pius Njawé,Q2356223,0
human,http://www.wikidata.org/entity/Q66730603,Nemat Abdullah Khair,Q66730603,0
human,http://www.wikidata.org/entity/Q127304,Salima Ghezali,Q127304,0
human,http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,Q131240,7
human,http://www.wikidata.org/entity/Q237533,Natalya Estemirova,Q237533,0
human,http://www.wikidata.org/entity/Q4026015,Fesshaye Yohannes,Q4026015,0
human,http://www.wikidata.org/entity/Q543714,María Elena Moyano,Q543714,0
human,http://www.wikidata.org/entity/Q687745,Lasantha Wickrematunge,Q687745,1
human,http://www.wikidata.org/entity/Q3293004,Mariem Hassan,Q3293004,1
human,http://www.wikidata.org/entity/Q6355504,Kamal Qadir,Q6355504,0
human,http://www.wikidata.org/entity/Q6409971,Kimberly Prost,Q6409971,0
human,http://www.wikidata.org/entity/Q726260,Craig Murray,Q726260,0
human,http://www.wikidata.org/entity/Q4891781,Berhanu Nega,Q4891781,0
human,http://www.wikidata.org/entity/Q4910860,Bill Shipsey,Q4910860,0
human,http://www.wikidata.org/entity/Q4960647,Brenda Cherry,Q4960647,0
human,http://www.wikidata.org/entity/Q5247437,Death of Eugene Ejike Obiora,Q5247437,0
human,http://www.wikidata.org/entity/Q1044641,Carolyn Gomes,Q1044641,0
human,http://www.wikidata.org/entity/Q13860505,Akhmednabi Akhmednabiev,Q13860505,0
human,http://www.wikidata.org/entity/Q15040884,David Batstone,Q15040884,0
human,http://www.wikidata.org/entity/Q9026469,Macedonia Blas Flores,Q9026469,0
human,http://www.wikidata.org/entity/Q9029193,Marisela Ortiz Escobedo,Q9029193,0
human,http://www.wikidata.org/entity/Q11274387,Choo Mi-ae,Q11274387,0
human,http://www.wikidata.org/entity/Q16192764,Ignatyev Sergey Yurievich,Q16192764,0
human,http://www.wikidata.org/entity/Q6798485,Mazhar Abbas,Q6798485,0
human,http://www.wikidata.org/entity/Q6834629,Michael Stewart,Q6834629,0
human,http://www.wikidata.org/entity/Q7038554,Nineth Montenegro,Q7038554,0
human,http://www.wikidata.org/entity/Q7368411,Rosemary Nelson,Q7368411,0
human,http://www.wikidata.org/entity/Q33188064,Edward Francis Trevenen Brown,Q33188064,0
human,http://www.wikidata.org/entity/Q42304542,Nigel Richardson,Q42304542,0
human,http://www.wikidata.org/entity/Q16731963,Guilhermina Marçal,Q16731963,0
human,http://www.wikidata.org/entity/Q2502233,Urvashi Vaid,Q2502233,2
human,http://www.wikidata.org/entity/Q67162677,Intisar el-Zein Soghayroun,Q67162677,0
human,http://www.wikidata.org/entity/Q64010422,Tashpolat Tiyip,Q64010422,0
human,http://www.wikidata.org/entity/Q169289,Anwar al-Bunni,Q169289,0
human,http://www.wikidata.org/entity/Q2997513,Cornelius Dupree,Q2997513,0
human,http://www.wikidata.org/entity/Q467912,Kerry Kennedy,Q467912,1
human,http://www.wikidata.org/entity/Q469247,Eren Keskin,Q469247,0
human,http://www.wikidata.org/entity/Q520173,Leila de Lima,Q520173,0
human,http://www.wikidata.org/entity/Q6304918,Jugnu Mohsin Sethi,Q6304918,0
human,http://www.wikidata.org/entity/Q745917,Filep Karma,Q745917,0
human,http://www.wikidata.org/entity/Q4853331,Bambang Widjojanto,Q4853331,0
human,http://www.wikidata.org/entity/Q5111630,Christof Heyns,Q5111630,0
human,http://www.wikidata.org/entity/Q4955600,Philo Ikonya,Q4955600,1
human,http://www.wikidata.org/entity/Q14945717,Nicholas Hilliard,Q14945717,0
human,http://www.wikidata.org/entity/Q5474071,Fouad Mahmoud al Rabiah,Q5474071,0
human,http://www.wikidata.org/entity/Q6764595,Mario Calixto,Q6764595,0
human,http://www.wikidata.org/entity/Q6776108,Martin Macwan,Q6776108,0
human,http://www.wikidata.org/entity/Q5495831,Fred M'membe,Q5495831,0
human,http://www.wikidata.org/entity/Q5576318,Godeliève Mukasarasi,Q5576318,0
human,http://www.wikidata.org/entity/Q5612787,Grémah Boucar,Q5612787,0
human,http://www.wikidata.org/entity/Q7023191,Ngô Đình Lệ Quyên,Q7023191,0
human,http://www.wikidata.org/entity/Q1657640,Igor Domnikov,Q1657640,0
human,http://www.wikidata.org/entity/Q50571960,Luz Marina Bernal,Q50571960,1
human,http://www.wikidata.org/entity/Q16728491,Simon Deng,Q16728491,0
human,http://www.wikidata.org/entity/Q2367578,Heshmat Tabarzadi,Q2367578,0
human,http://www.wikidata.org/entity/Q20439390,Yolanda Becerra Vega,Q20439390,0
human,http://www.wikidata.org/entity/Q31637,Jafar Panahi,Q31637,15
human,http://www.wikidata.org/entity/Q99736,Wolfgang Kaleck,Q99736,1
human,http://www.wikidata.org/entity/Q318381,Abel Barrera Hernández,Q318381,0
human,http://www.wikidata.org/entity/Q4746563,Amir Hossein Heshmat Saran,Q4746563,0
human,http://www.wikidata.org/entity/Q4937352,Bogaletch Gebre,Q4937352,0
human,http://www.wikidata.org/entity/Q5254427,Delphine Djiraïbé,Q5254427,0
human,http://www.wikidata.org/entity/Q9036573,Shieh Chung-liang,Q9036573,0
human,http://www.wikidata.org/entity/Q12199962,Iraj Mesdaghi,Q12199962,2
human,http://www.wikidata.org/entity/Q5298655,Dorothy Thomas,Q5298655,0
human,http://www.wikidata.org/entity/Q1568859,Viktor Ivančić,Q1568859,0
human,http://www.wikidata.org/entity/Q15293951,Khadija Ryadi,Q15293951,0
human,http://www.wikidata.org/entity/Q6986763,Neelam Chaturvedi,Q6986763,0
human,http://www.wikidata.org/entity/Q39671734,Ibrahim Metwaly,Q39671734,0
human,http://www.wikidata.org/entity/Q18685370,Kamala Chandrakirana,Q18685370,0
human,http://www.wikidata.org/entity/Q51210860,Sherry Johnson,Q51210860,0
human,http://www.wikidata.org/entity/Q2026027,Bulambo Lembelembe Josué,Q2026027,0
human,http://www.wikidata.org/entity/Q464689,Leyla Zana,Q464689,0
human,http://www.wikidata.org/entity/Q3178629,Jigme Gyatso,Q3178629,0
human,http://www.wikidata.org/entity/Q3702155,Somyot Prueksakasemsuk,Q3702155,0
human,http://www.wikidata.org/entity/Q3242826,Abdulhadi al-Khawaja,Q3242826,0
human,http://www.wikidata.org/entity/Q4707051,Alan Khazei,Q4707051,0
human,http://www.wikidata.org/entity/Q4853772,Banafsheh Zand,Q4853772,0
human,http://www.wikidata.org/entity/Q5088824,Cheam Channy,Q5088824,0
human,http://www.wikidata.org/entity/Q7492344,Sheela Murthy,Q7492344,0
human,http://www.wikidata.org/entity/Q6557825,Lisa Bloom,Q6557825,0
human,http://www.wikidata.org/entity/Q1131546,Óscar Elías Biscet,Q1131546,0
human,http://www.wikidata.org/entity/Q16011374,Maki Skosana,Q16011374,0
human,http://www.wikidata.org/entity/Q7106138,Oscar Mollohuanca,Q7106138,0
human,http://www.wikidata.org/entity/Q7121720,Pablo Pineda Gaucín,Q7121720,0
human,http://www.wikidata.org/entity/Q16203832,Juan Ecomo Ndong,Q16203832,0
human,http://www.wikidata.org/entity/Q16225658,Eric Heinze,Q16225658,0
human,http://www.wikidata.org/entity/Q1823418,Dmitri Muratov,Q1823418,0
human,http://www.wikidata.org/entity/Q55196920,Mahmoud Tawfik,Q55196920,0
human,http://www.wikidata.org/entity/Q67080456,Nina Willner,Q67080456,0
human,http://www.wikidata.org/entity/Q208468,Taslima Nasrin,Q208468,5
human,http://www.wikidata.org/entity/Q118263,Ales Bialiatski,Q118263,0
human,http://www.wikidata.org/entity/Q4139776,Elizaveta Glinka,Q4139776,0
human,http://www.wikidata.org/entity/Q542268,Wajeha al-Huwaider,Q542268,0
human,http://www.wikidata.org/entity/Q563498,Grigory Pasko,Q563498,0
human,http://www.wikidata.org/entity/Q605239,Veran Matić,Q605239,1
human,http://www.wikidata.org/entity/Q4665847,Abduljalil al-Singace,Q4665847,0
human,http://www.wikidata.org/entity/Q4717551,Alex Neve,Q4717551,1
human,http://www.wikidata.org/entity/Q4739097,Amadou Scattred Janneh,Q4739097,0
human,http://www.wikidata.org/entity/Q732181,Min Ko Naing,Q732181,0
human,http://www.wikidata.org/entity/Q782501,Norma Cruz,Q782501,0
human,http://www.wikidata.org/entity/Q4843241,Baik Tae-Ung,Q4843241,0
human,http://www.wikidata.org/entity/Q6498990,Laura Hershey,Q6498990,0
